sent_id,label,construction_type,dep_len_diff,info_status_diff,trigram_surp_diff,prev_valence,prev_arousal,emotion_coverage,val_x_tri_c,aro_x_tri_c
n01004009,0,SOV,25,20.77564102564103,-30.926178484896738,0.0,0.5,0.0,1.9269204379700824,-0.1275170204814697
n01004009,1,SOV,-35,-24.878205128205124,30.926178484896766,0.0,0.5,0.0,-1.9269204379700842,0.12751702048146982
n01004009,0,SOV,35,24.878205128205124,-30.926178484896766,0.0,0.5,0.0,1.9269204379700842,-0.12751702048146982
n01004009,1,SOV,-6,-13.73076923076924,30.926178484896766,0.0,0.5,0.0,-1.9269204379700842,0.12751702048146982
n01004009,0,SOV,6,13.73076923076924,-30.926178484896766,0.0,0.5,0.0,1.9269204379700842,-0.12751702048146982
n01004009,1,SOV,-6,-13.73076923076924,30.926178484896738,0.0,0.5,0.0,-1.9269204379700824,0.1275170204814697
n01004009,0,SOV,6,13.73076923076924,-30.926178484896738,0.0,0.5,0.0,1.9269204379700824,-0.1275170204814697
n01004009,1,SOV,-7,-14.31410256410257,30.926178484896766,0.0,0.5,0.0,-1.9269204379700842,0.12751702048146982
n01004009,0,SOV,7,14.31410256410257,-30.926178484896766,0.0,0.5,0.0,1.9269204379700842,-0.12751702048146982
n01004009,1,SOV,-8,-14.897435897435898,30.926178484896766,0.0,0.5,0.0,-1.9269204379700842,0.12751702048146982
n01004009,0,SOV,8,14.897435897435898,-30.926178484896766,0.0,0.5,0.0,1.9269204379700842,-0.12751702048146982
n01004009,1,SOV,-7,-14.314102564102562,30.926178484896738,0.0,0.5,0.0,-1.9269204379700824,0.1275170204814697
n01004009,0,SOV,7,14.314102564102562,-30.926178484896738,0.0,0.5,0.0,1.9269204379700824,-0.1275170204814697
n01004009,1,SOV,-8,-14.897435897435898,30.926178484896752,0.0,0.5,0.0,-1.9269204379700833,0.12751702048146976
n01004009,0,SOV,8,14.897435897435898,-30.926178484896752,0.0,0.5,0.0,1.9269204379700833,-0.12751702048146976
n01004009,1,SOV,-26,-21.358974358974365,30.926178484896766,0.0,0.5,0.0,-1.9269204379700842,0.12751702048146982
n01004009,0,SOV,26,21.358974358974365,-30.926178484896766,0.0,0.5,0.0,1.9269204379700842,-0.12751702048146982
n01004009,1,SOV,-36,-25.46153846153846,30.926178484896766,0.0,0.5,0.0,-1.9269204379700842,0.12751702048146982
n01004009,0,SOV,36,25.46153846153846,-30.926178484896766,0.0,0.5,0.0,1.9269204379700842,-0.12751702048146982
n01004009,1,SOV,-17,-18.41666666666667,30.926178484896752,0.0,0.5,0.0,-1.9269204379700833,0.12751702048146976
n01004009,0,SOV,17,18.41666666666667,-30.926178484896752,0.0,0.5,0.0,1.9269204379700833,-0.12751702048146976
n01004009,1,SOV,-18,-19.0,30.926178484896766,0.0,0.5,0.0,-1.9269204379700842,0.12751702048146982
n01004009,0,SOV,18,19.0,-30.926178484896766,0.0,0.5,0.0,1.9269204379700842,-0.12751702048146982
n01004009,1,SOV,-37,-26.044871794871796,30.926178484896766,0.0,0.5,0.0,-1.9269204379700842,0.12751702048146982
n01004009,0,SOV,37,26.044871794871796,-30.926178484896766,0.0,0.5,0.0,1.9269204379700842,-0.12751702048146982
n01004009,1,SOV,-28,-23.102564102564102,30.926178484896752,0.0,0.5,0.0,-1.9269204379700833,0.12751702048146976
n01004009,0,SOV,28,23.102564102564102,-30.926178484896752,0.0,0.5,0.0,1.9269204379700833,-0.12751702048146976
n01004009,1,SOV,-26,-21.358974358974365,30.926178484896738,0.0,0.5,0.0,-1.9269204379700824,0.1275170204814697
n01004009,0,SOV,26,21.358974358974365,-30.926178484896738,0.0,0.5,0.0,1.9269204379700824,-0.1275170204814697
n01004009,1,SOV,-36,-25.46153846153846,30.926178484896766,0.0,0.5,0.0,-1.9269204379700842,0.12751702048146982
n01004009,0,SOV,36,25.46153846153846,-30.926178484896766,0.0,0.5,0.0,1.9269204379700842,-0.12751702048146982
n01004009,1,SOV,-17,-18.41666666666667,30.926178484896738,0.0,0.5,0.0,-1.9269204379700824,0.1275170204814697
n01004009,0,SOV,17,18.41666666666667,-30.926178484896738,0.0,0.5,0.0,1.9269204379700824,-0.1275170204814697
n01004009,1,SOV,-18,-19.0,30.926178484896752,0.0,0.5,0.0,-1.9269204379700833,0.12751702048146976
n01004009,0,SOV,18,19.0,-30.926178484896752,0.0,0.5,0.0,1.9269204379700833,-0.12751702048146976
n01004009,1,SOV,-37,-26.044871794871796,30.926178484896752,0.0,0.5,0.0,-1.9269204379700833,0.12751702048146976
n01004009,0,SOV,37,26.044871794871796,-30.926178484896752,0.0,0.5,0.0,1.9269204379700833,-0.12751702048146976
n01004009,1,SOV,-28,-23.102564102564102,30.926178484896752,0.0,0.5,0.0,-1.9269204379700833,0.12751702048146976
n01004009,0,SOV,28,23.102564102564102,-30.926178484896752,0.0,0.5,0.0,1.9269204379700833,-0.12751702048146976
n01004009,1,SOV,-9,-2.01923076923077,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,9,2.01923076923077,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,-7,0.6474358974358942,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,7,-0.6474358974358942,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,-21,-14.9423076923077,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,21,14.9423076923077,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,-31,-19.044871794871796,12.693577213374788,0.0,0.5,0.0,-0.7908999611881685,0.05233906110616028
n01004009,0,SOV,31,19.044871794871796,-12.693577213374788,0.0,0.5,0.0,0.7908999611881685,-0.05233906110616028
n01004009,1,SOV,-17,-3.4551282051282115,12.693577213374788,0.0,0.5,0.0,-0.7908999611881685,0.05233906110616028
n01004009,0,SOV,17,3.4551282051282115,-12.693577213374788,0.0,0.5,0.0,0.7908999611881685,-0.05233906110616028
n01004009,1,SOV,-29,-16.37820512820513,12.693577213374788,0.0,0.5,0.0,-0.7908999611881685,0.05233906110616028
n01004009,0,SOV,29,16.37820512820513,-12.693577213374788,0.0,0.5,0.0,0.7908999611881685,-0.05233906110616028
n01004009,1,SOV,0,0.9230769230769234,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,0,-0.9230769230769234,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,2,3.589743589743584,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,-2,-3.589743589743584,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,-3,-2.8269230769230766,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,3,2.8269230769230766,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,-4,-3.4102564102564124,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,4,3.4102564102564124,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,1,3.006410256410252,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,-1,-3.006410256410252,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,-2,-0.7435897435897445,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,2,0.7435897435897445,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,-24,-18.6923076923077,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,24,18.6923076923077,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,-34,-22.794871794871796,12.693577213374788,0.0,0.5,0.0,-0.7908999611881685,0.05233906110616028
n01004009,0,SOV,34,22.794871794871796,-12.693577213374788,0.0,0.5,0.0,0.7908999611881685,-0.05233906110616028
n01004009,1,SOV,-15,-15.750000000000007,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,15,15.750000000000007,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,-16,-16.333333333333336,12.693577213374795,0.0,0.5,0.0,-0.790899961188169,0.052339061106160316
n01004009,0,SOV,16,16.333333333333336,-12.693577213374795,0.0,0.5,0.0,0.790899961188169,-0.052339061106160316
n01004009,1,SOV,-35,-23.37820512820513,12.693577213374788,0.0,0.5,0.0,-0.7908999611881685,0.05233906110616028
n01004009,0,SOV,35,23.37820512820513,-12.693577213374788,0.0,0.5,0.0,0.7908999611881685,-0.05233906110616028
n01004009,1,SOV,-26,-20.435897435897438,12.69357721337478,0.0,0.5,0.0,-0.7908999611881681,0.05233906110616025
n01004009,0,SOV,26,20.435897435897438,-12.69357721337478,0.0,0.5,0.0,0.7908999611881681,-0.05233906110616025
n01004009,1,SOV,-18,-4.038461538461544,12.693577213374788,0.0,0.5,0.0,-0.7908999611881685,0.05233906110616028
n01004009,0,SOV,18,4.038461538461544,-12.693577213374788,0.0,0.5,0.0,0.7908999611881685,-0.05233906110616028
n01004009,1,SOV,-30,-16.961538461538467,12.693577213374788,0.0,0.5,0.0,-0.7908999611881685,0.05233906110616028
n01004009,0,SOV,30,16.961538461538467,-12.693577213374788,0.0,0.5,0.0,0.7908999611881685,-0.05233906110616028
n01004009,1,SOV,-9,-1.0961538461538503,12.69357721337478,0.0,0.5,0.0,-0.7908999611881681,0.05233906110616025
n01004009,0,SOV,9,1.0961538461538503,-12.69357721337478,0.0,0.5,0.0,0.7908999611881681,-0.05233906110616025
n01004009,1,SOV,-12,-4.84615384615385,12.69357721337478,0.0,0.5,0.0,-0.7908999611881681,0.05233906110616025
n01004009,0,SOV,12,4.84615384615385,-12.69357721337478,0.0,0.5,0.0,0.7908999611881681,-0.05233906110616025
n01004009,1,SOV,-33,-20.711538461538467,12.693577213374788,0.0,0.5,0.0,-0.7908999611881685,0.05233906110616028
n01004009,0,SOV,33,20.711538461538467,-12.693577213374788,0.0,0.5,0.0,0.7908999611881685,-0.05233906110616028
n01004009,1,SOV,-24,-17.769230769230774,12.69357721337478,0.0,0.5,0.0,-0.7908999611881681,0.05233906110616025
n01004009,0,SOV,24,17.769230769230774,-12.69357721337478,0.0,0.5,0.0,0.7908999611881681,-0.05233906110616025
n01004009,1,SOV,-9,-2.0192307692307736,12.896111165063935,0.0,0.5,0.0,-0.8035192639928541,0.053174163512309525
n01004009,0,SOV,9,2.0192307692307736,-12.896111165063935,0.0,0.5,0.0,0.8035192639928541,-0.053174163512309525
n01004009,1,SOV,-7,0.6474358974358942,12.896111165063935,0.0,0.5,0.0,-0.8035192639928541,0.053174163512309525
n01004009,0,SOV,7,-0.6474358974358942,-12.896111165063935,0.0,0.5,0.0,0.8035192639928541,-0.053174163512309525
n01004009,1,SOV,-21,-14.942307692307693,12.896111165063935,0.0,0.5,0.0,-0.8035192639928541,0.053174163512309525
n01004009,0,SOV,21,14.942307692307693,-12.896111165063935,0.0,0.5,0.0,0.8035192639928541,-0.053174163512309525
n01004009,1,SOV,-31,-19.044871794871796,12.896111165063935,0.0,0.5,0.0,-0.8035192639928541,0.053174163512309525
n01004009,0,SOV,31,19.044871794871796,-12.896111165063935,0.0,0.5,0.0,0.8035192639928541,-0.053174163512309525
n01004017,1,SOV,13,13.928571428571429,16.911502550064114,0.07872640801001253,0.47012835221377147,0.48148148148148145,0.2776752007280063,-0.4354437366213935
n01004017,0,SOV,-13,-13.928571428571429,-16.911502550064114,0.07872640801001253,0.47012835221377147,0.48148148148148145,-0.2776752007280063,0.4354437366213935
n01011017,1,SOV,-2,-2.6666666666666714,0.0,0.1280740740740741,0.47295,0.7058823529411765,0.0,-0.0
n01011017,0,SOV,2,2.6666666666666714,-0.0,0.1280740740740741,0.47295,0.7058823529411765,-0.0,0.0
n01011017,1,SOV,2,2.666666666666668,-16.577152859285917,0.1280740740740741,0.47295,0.7058823529411765,-1.0902292131432987,0.3800598881979783
n01011017,0,SOV,-2,-2.666666666666668,16.577152859285917,0.1280740740740741,0.47295,0.7058823529411765,1.0902292131432987,-0.3800598881979783
n01011017,1,SOV,2,2.666666666666668,-16.577152859285903,0.1280740740740741,0.47295,0.7058823529411765,-1.0902292131432978,0.380059888197978
n01011017,0,SOV,-2,-2.666666666666668,16.577152859285903,0.1280740740740741,0.47295,0.7058823529411765,1.0902292131432978,-0.380059888197978
n01011017,1,SOV,-2,-2.6666666666666714,-2.4268746448151433,0.1280740740740741,0.47295,0.7058823529411765,-0.15960820635928008,0.05564029685967941
n01011017,0,SOV,2,2.6666666666666714,2.4268746448151433,0.1280740740740741,0.47295,0.7058823529411765,0.15960820635928008,-0.05564029685967941
n01011017,1,SOV,0,0.0,-2.4268746448151433,0.1280740740740741,0.47295,0.7058823529411765,-0.15960820635928008,0.05564029685967941
n01011017,0,SOV,0,-0.0,2.4268746448151433,0.1280740740740741,0.47295,0.7058823529411765,0.15960820635928008,-0.05564029685967941
n01018040,1,SOV,-4,-4.800000000000001,3.552713678800501e-15,-0.14446666666666666,0.4963,0.6666666666666666,-7.346079826476137e-16,1.5037613141480369e-18
n01018040,0,SOV,4,4.800000000000001,-3.552713678800501e-15,-0.14446666666666666,0.4963,0.6666666666666666,7.346079826476137e-16,-1.5037613141480369e-18
n01018040,1,SOV,4,4.800000000000001,19.239085305092182,-0.14446666666666666,0.4963,0.6666666666666666,-3.9781380999807703,0.008143350356102872
n01018040,0,SOV,-4,-4.800000000000001,-19.239085305092182,-0.14446666666666666,0.4963,0.6666666666666666,3.9781380999807703,-0.008143350356102872
n01018040,1,SOV,4,4.800000000000001,19.239085305092182,-0.14446666666666666,0.4963,0.6666666666666666,-3.9781380999807703,0.008143350356102872
n01018040,0,SOV,-4,-4.800000000000001,-19.239085305092182,-0.14446666666666666,0.4963,0.6666666666666666,3.9781380999807703,-0.008143350356102872
n01018040,1,SOV,-4,-4.800000000000001,19.239085305092175,-0.14446666666666666,0.4963,0.6666666666666666,-3.978138099980769,0.00814335035610287
n01018040,0,SOV,4,4.800000000000001,-19.239085305092175,-0.14446666666666666,0.4963,0.6666666666666666,3.978138099980769,-0.00814335035610287
n01018040,1,SOV,0,0.0,19.239085305092182,-0.14446666666666666,0.4963,0.6666666666666666,-3.9781380999807703,0.008143350356102872
n01018040,0,SOV,0,-0.0,-19.239085305092182,-0.14446666666666666,0.4963,0.6666666666666666,3.9781380999807703,-0.008143350356102872
n01019005,1,SOV,-9,-9.900000000000002,13.709514660706724,0.18074603174603174,0.5051507936507936,0.7,1.6237402966630634,0.12714292777414934
