sent_id,label,construction_type,dep_len_diff,info_status_diff,trigram_surp_diff,lstm_surp_diff,adaptive_surp_diff,prev_valence,prev_arousal,val_x_adp_c,aro_x_adp_c
n01004009,1,SOV,-12,-12.923076923076927,7.105427357601002e-15,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,12,12.923076923076927,-7.105427357601002e-15,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-22,-17.02564102564103,-7.105427357601002e-15,0.003874425158642225,0.003874425158642225,0.0,0.5,-0.00024140418859766886,1.5975305599098878e-05
n01004009,0,SOV,22,17.02564102564103,7.105427357601002e-15,-0.003874425158642225,-0.003874425158642225,0.0,0.5,0.00024140418859766886,-1.5975305599098878e-05
n01004009,1,SOV,-32,-21.128205128205124,-7.105427357601002e-15,0.0008585373930714013,0.0008585373930714013,0.0,0.5,-5.349297360741663e-05,3.5399824905575956e-06
n01004009,0,SOV,32,21.128205128205124,7.105427357601002e-15,-0.0008585373930714013,-0.0008585373930714013,0.0,0.5,5.349297360741663e-05,-3.5399824905575956e-06
n01004009,1,SOV,-22,-17.02564102564103,0.0,0.0018051299034596013,0.0018051299034596013,0.0,0.5,-0.00011247240605126713,7.443040108676395e-06
n01004009,0,SOV,22,17.02564102564103,-0.0,-0.0018051299034596013,-0.0018051299034596013,0.0,0.5,0.00011247240605126713,-7.443040108676395e-06
n01004009,1,SOV,-32,-21.128205128205124,-7.105427357601002e-15,0.015189507724187479,0.015189507724187479,0.0,0.5,-0.0009464141484773239,6.263045945086882e-05
n01004009,0,SOV,32,21.128205128205124,7.105427357601002e-15,-0.015189507724187479,-0.015189507724187479,0.0,0.5,0.0009464141484773239,-6.263045945086882e-05
n01004009,1,SOV,-8,-1.435897435897438,0.0,0.015211521503488257,0.015211521503488257,0.0,0.5,-0.0009477857631846616,6.272122823264193e-05
n01004009,0,SOV,8,1.435897435897438,-0.0,-0.015211521503488257,-0.015211521503488257,0.0,0.5,0.0009477857631846616,-6.272122823264193e-05
n01004009,1,SOV,-6,1.2307692307692264,0.0,0.015211521503488257,0.015211521503488257,0.0,0.5,-0.0009477857631846616,6.272122823264193e-05
n01004009,0,SOV,6,-1.2307692307692264,-0.0,-0.015211521503488257,-0.015211521503488257,0.0,0.5,0.0009477857631846616,-6.272122823264193e-05
n01004009,1,SOV,-20,-14.358974358974365,-7.105427357601002e-15,0.0018051299034596013,0.0018051299034596013,0.0,0.5,-0.00011247240605126713,7.443040108676395e-06
n01004009,0,SOV,20,14.358974358974365,7.105427357601002e-15,-0.0018051299034596013,-0.0018051299034596013,0.0,0.5,0.00011247240605126713,-7.443040108676395e-06
n01004009,1,SOV,-30,-18.46153846153846,-7.105427357601002e-15,0.0018051299034596013,0.0018051299034596013,0.0,0.5,-0.00011247240605126713,7.443040108676395e-06
n01004009,0,SOV,30,18.46153846153846,7.105427357601002e-15,-0.0018051299034596013,-0.0018051299034596013,0.0,0.5,0.00011247240605126713,-7.443040108676395e-06
n01004009,1,SOV,-16,-2.871794871794876,-7.105427357601002e-15,0.0018051299034596013,0.0018051299034596013,0.0,0.5,-0.00011247240605126713,7.443040108676395e-06
n01004009,0,SOV,16,2.871794871794876,7.105427357601002e-15,-0.0018051299034596013,-0.0018051299034596013,0.0,0.5,0.00011247240605126713,-7.443040108676395e-06
n01004009,1,SOV,-28,-15.794871794871796,-7.105427357601002e-15,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,28,15.794871794871796,7.105427357601002e-15,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-8,-1.435897435897438,0.0,0.005525458606882694,0.005525458606882694,0.0,0.5,-0.00034427529169048937,2.278296423489474e-05
n01004009,0,SOV,8,1.435897435897438,-0.0,-0.005525458606882694,-0.005525458606882694,0.0,0.5,0.00034427529169048937,-2.278296423489474e-05
n01004009,1,SOV,-6,1.2307692307692264,0.0,0.0018931850206627132,0.0018931850206627132,0.0,0.5,-0.0001179588648806175,7.806115235768837e-06
n01004009,0,SOV,6,-1.2307692307692264,-0.0,-0.0018931850206627132,-0.0018931850206627132,0.0,0.5,0.0001179588648806175,-7.806115235768837e-06
n01004009,1,SOV,-20,-14.358974358974365,0.0,0.0018051299034596013,0.0018051299034596013,0.0,0.5,-0.00011247240605126713,7.443040108676395e-06
n01004009,0,SOV,20,14.358974358974365,-0.0,-0.0018051299034596013,-0.0018051299034596013,0.0,0.5,0.00011247240605126713,-7.443040108676395e-06
n01004009,1,SOV,-30,-18.46153846153846,-7.105427357601002e-15,0.0026196397379294467,0.0026196397379294467,0.0,0.5,-0.00016322215024400856,1.0801485035687769e-05
n01004009,0,SOV,30,18.46153846153846,7.105427357601002e-15,-0.0026196397379294467,-0.0026196397379294467,0.0,0.5,0.00016322215024400856,-1.0801485035687769e-05
n01004009,1,SOV,-16,-2.871794871794876,-7.105427357601002e-15,0.015189507724187479,0.015189507724187479,0.0,0.5,-0.0009464141484773239,6.263045945086882e-05
n01004009,0,SOV,16,2.871794871794876,7.105427357601002e-15,-0.015189507724187479,-0.015189507724187479,0.0,0.5,0.0009464141484773239,-6.263045945086882e-05
n01004009,1,SOV,-28,-15.794871794871796,-7.105427357601002e-15,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,28,15.794871794871796,7.105427357601002e-15,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,9,2.94230769230769,12.858636459645297,0.001254785420655935,0.001254785420655935,0.0,0.5,-7.818203835011855e-05,5.173820563176727e-06
n01004009,0,SOV,-9,-2.94230769230769,-12.858636459645297,-0.001254785420655935,-0.001254785420655935,0.0,0.5,7.818203835011855e-05,-5.173820563176727e-06
n01004009,1,SOV,9,2.94230769230769,12.85863645964529,0.002201377931044135,0.002201377931044135,0.0,0.5,-0.00013716147079396906,9.076878181295526e-06
n01004009,0,SOV,-9,-2.94230769230769,-12.85863645964529,-0.002201377931044135,-0.002201377931044135,0.0,0.5,0.00013716147079396906,-9.076878181295526e-06
n01004009,1,SOV,11,5.608974358974356,12.858636459645297,0.002223391710344913,0.002223391710344913,0.0,0.5,-0.00013853308550130665,9.167646963068637e-06
n01004009,0,SOV,-11,-5.608974358974356,-12.858636459645297,-0.002223391710344913,-0.002223391710344913,0.0,0.5,0.00013853308550130665,-9.167646963068637e-06
n01004009,1,SOV,13,8.275641025641024,12.858636459645297,0.002223391710344913,0.002223391710344913,0.0,0.5,-0.00013853308550130665,9.167646963068637e-06
n01004009,0,SOV,-13,-8.275641025641024,-12.858636459645297,-0.002223391710344913,-0.002223391710344913,0.0,0.5,0.00013853308550130665,-9.167646963068637e-06
n01004009,1,SOV,11,5.608974358974356,12.85863645964529,0.0028397775310509132,0.0028397775310509132,0.0,0.5,-0.000176938297324468,1.1709172853887636e-05
n01004009,0,SOV,-11,-5.608974358974356,-12.85863645964529,-0.0028397775310509132,-0.0028397775310509132,0.0,0.5,0.000176938297324468,-1.1709172853887636e-05
n01004009,1,SOV,13,8.275641025641024,12.85863645964529,0.002223391710344913,0.002223391710344913,0.0,0.5,-0.00013853308550130665,9.167646963068637e-06
n01004009,0,SOV,-13,-8.275641025641024,-12.85863645964529,-0.002223391710344913,-0.002223391710344913,0.0,0.5,0.00013853308550130665,-9.167646963068637e-06
n01004009,1,SOV,6,-0.8076923076923066,12.858636459645297,0.0021793641516865137,0.0021793641516865137,0.0,0.5,-0.0001357898560830897,8.986109399288036e-06
n01004009,0,SOV,-6,0.8076923076923066,-12.858636459645297,-0.0021793641516865137,-0.0021793641516865137,0.0,0.5,0.0001357898560830897,-8.986109399288036e-06
n01004009,1,SOV,6,-0.8076923076923066,12.85863645964529,0.002201377931044135,0.002201377931044135,0.0,0.5,-0.00013716147079396906,9.076878181295526e-06
n01004009,0,SOV,-6,0.8076923076923066,-12.85863645964529,-0.002201377931044135,-0.002201377931044135,0.0,0.5,0.00013716147079396906,-9.076878181295526e-06
n01004009,1,SOV,5,-1.3910256410256423,12.858636459645282,0.009179745972460296,0.009179745972460296,0.0,0.5,-0.0005719633332112405,3.785058201602813e-05
n01004009,0,SOV,-5,1.3910256410256423,-12.858636459645282,-0.009179745972460296,-0.009179745972460296,0.0,0.5,0.0005719633332112405,-3.785058201602813e-05
n01004009,1,SOV,4,-1.974358974358978,12.858636459645282,0.0003962480275845337,0.0003962480275845337,0.0,0.5,-2.4689064742701923e-05,1.633838072619132e-06
n01004009,0,SOV,-4,1.974358974358978,-12.858636459645282,-0.0003962480275845337,-0.0003962480275845337,0.0,0.5,2.4689064742701923e-05,-1.633838072619132e-06
n01004009,1,SOV,5,-1.3910256410256423,12.85863645964529,0.002201377931044135,0.002201377931044135,0.0,0.5,-0.00013716147079396906,9.076878181295526e-06
n01004009,0,SOV,-5,1.3910256410256423,-12.85863645964529,-0.002201377931044135,-0.002201377931044135,0.0,0.5,0.00013716147079396906,-9.076878181295526e-06
n01004009,1,SOV,4,-1.974358974358978,12.858636459645282,0.002201377931044135,0.002201377931044135,0.0,0.5,-0.00013716147079396906,9.076878181295526e-06
n01004009,0,SOV,-4,1.974358974358978,-12.858636459645282,-0.002201377931044135,-0.002201377931044135,0.0,0.5,0.00013716147079396906,-9.076878181295526e-06
n01004009,1,SOV,10,5.025641025641022,12.858636459645282,0.002245405489645691,0.002245405489645691,0.0,0.5,-0.00013990470020864423,9.258415744841748e-06
n01004009,0,SOV,-10,-5.025641025641022,-12.858636459645282,-0.002245405489645691,-0.002245405489645691,0.0,0.5,0.00013990470020864423,-9.258415744841748e-06
n01004009,1,SOV,12,7.69230769230769,12.858636459645282,0.002245405489645691,0.002245405489645691,0.0,0.5,-0.00013990470020864423,9.258415744841748e-06
n01004009,0,SOV,-12,-7.69230769230769,-12.858636459645282,-0.002245405489645691,-0.002245405489645691,0.0,0.5,0.00013990470020864423,-9.258415744841748e-06
n01004009,1,SOV,7,1.2756410256410255,12.858636459645282,0.0023334606069056463,0.0023334606069056463,0.0,0.5,-0.00014539115904153635,9.62149087216857e-06
n01004009,0,SOV,-7,-1.2756410256410255,-12.858636459645282,-0.0023334606069056463,-0.0023334606069056463,0.0,0.5,0.00014539115904153635,-9.62149087216857e-06
n01004009,1,SOV,6,0.6923076923076898,12.858636459645282,0.002267419268946469,0.002267419268946469,0.0,0.5,-0.00014127631491598182,9.349184526614859e-06
n01004009,0,SOV,-6,-0.6923076923076898,-12.858636459645282,-0.002267419268946469,-0.002267419268946469,0.0,0.5,0.00014127631491598182,-9.349184526614859e-06
n01004009,1,SOV,11,7.108974358974356,12.858636459645282,0.0021793641516865137,0.0021793641516865137,0.0,0.5,-0.0001357898560830897,8.986109399288036e-06
n01004009,0,SOV,-11,-7.108974358974356,-12.858636459645282,-0.0021793641516865137,-0.0021793641516865137,0.0,0.5,0.0001357898560830897,-8.986109399288036e-06
n01004009,1,SOV,8,3.3589743589743577,12.858636459645282,0.0021793641516865137,0.0021793641516865137,0.0,0.5,-0.0001357898560830897,8.986109399288036e-06
n01004009,0,SOV,-8,-3.3589743589743577,-12.858636459645282,-0.0021793641516865137,-0.0021793641516865137,0.0,0.5,0.0001357898560830897,-8.986109399288036e-06
n01004009,1,SOV,10,5.025641025641022,12.85863645964529,0.00378637004138227,0.00378637004138227,0.0,0.5,-0.00023591772976477675,1.5612230471772054e-05
n01004009,0,SOV,-10,-5.025641025641022,-12.85863645964529,-0.00378637004138227,-0.00378637004138227,0.0,0.5,0.00023591772976477675,-1.5612230471772054e-05
n01004009,1,SOV,12,7.69230769230769,12.85863645964529,0.002223391710344913,0.002223391710344913,0.0,0.5,-0.00013853308550130665,9.167646963068637e-06
n01004009,0,SOV,-12,-7.69230769230769,-12.85863645964529,-0.002223391710344913,-0.002223391710344913,0.0,0.5,0.00013853308550130665,-9.167646963068637e-06
n01004009,1,SOV,7,1.275641025641022,12.85863645964529,0.002223391710344913,0.002223391710344913,0.0,0.5,-0.00013853308550130665,9.167646963068637e-06
n01004009,0,SOV,-7,-1.275641025641022,-12.85863645964529,-0.002223391710344913,-0.002223391710344913,0.0,0.5,0.00013853308550130665,-9.167646963068637e-06
n01004009,1,SOV,6,0.6923076923076898,12.858636459645282,0.003368108234496958,0.003368108234496958,0.0,0.5,-0.00020985705031473722,1.3887623617379812e-05
n01004009,0,SOV,-6,-0.6923076923076898,-12.858636459645282,-0.003368108234496958,-0.003368108234496958,0.0,0.5,0.00020985705031473722,-1.3887623617379812e-05
n01004009,1,SOV,11,7.108974358974356,12.858636459645282,0.002201377931044135,0.002201377931044135,0.0,0.5,-0.00013716147079396906,9.076878181295526e-06
n01004009,0,SOV,-11,-7.108974358974356,-12.858636459645282,-0.002201377931044135,-0.002201377931044135,0.0,0.5,0.00013716147079396906,-9.076878181295526e-06
n01004009,1,SOV,8,3.3589743589743577,12.858636459645282,0.002201377931044135,0.002201377931044135,0.0,0.5,-0.00013716147079396906,9.076878181295526e-06
n01004009,0,SOV,-8,-3.3589743589743577,-12.858636459645282,-0.002201377931044135,-0.002201377931044135,0.0,0.5,0.00013716147079396906,-9.076878181295526e-06
n01004009,1,SOV,-15,-16.673076923076934,30.926178484896752,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,15,16.673076923076934,-30.926178484896752,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-15,-16.673076923076934,30.926178484896738,0.0018051299034596013,0.0018051299034596013,0.0,0.5,-0.00011247240605126713,7.443040108676395e-06
n01004009,0,SOV,15,16.673076923076934,-30.926178484896738,-0.0018051299034596013,-0.0018051299034596013,0.0,0.5,0.00011247240605126713,-7.443040108676395e-06
n01004009,1,SOV,-25,-20.77564102564103,30.926178484896766,0.0151674939448867,0.0151674939448867,0.0,0.5,-0.0009450425337699863,6.25396906690957e-05
n01004009,0,SOV,25,20.77564102564103,-30.926178484896766,-0.0151674939448867,-0.0151674939448867,0.0,0.5,0.0009450425337699863,-6.25396906690957e-05
n01004009,1,SOV,-35,-24.878205128205124,30.926178484896766,0.0018051299034596013,0.0018051299034596013,0.0,0.5,-0.00011247240605126713,7.443040108676395e-06
n01004009,0,SOV,35,24.878205128205124,-30.926178484896766,-0.0018051299034596013,-0.0018051299034596013,0.0,0.5,0.00011247240605126713,-7.443040108676395e-06
n01004009,1,SOV,-25,-20.77564102564103,30.926178484896738,0.0018051299034596013,0.0018051299034596013,0.0,0.5,-0.00011247240605126713,7.443040108676395e-06
n01004009,0,SOV,25,20.77564102564103,-30.926178484896738,-0.0018051299034596013,-0.0018051299034596013,0.0,0.5,0.00011247240605126713,-7.443040108676395e-06
n01004009,1,SOV,-35,-24.878205128205124,30.926178484896766,0.015211521503488257,0.015211521503488257,0.0,0.5,-0.0009477857631846616,6.272122823264193e-05
n01004009,0,SOV,35,24.878205128205124,-30.926178484896766,-0.015211521503488257,-0.015211521503488257,0.0,0.5,0.0009477857631846616,-6.272122823264193e-05
n01004009,1,SOV,-6,-13.73076923076924,30.926178484896766,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,6,13.73076923076924,-30.926178484896766,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-6,-13.73076923076924,30.926178484896738,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,6,13.73076923076924,-30.926178484896738,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-7,-14.31410256410257,30.926178484896766,0.0018271436827603793,0.0018271436827603793,0.0,0.5,-0.00011384402075860472,7.533808890449506e-06
n01004009,0,SOV,7,14.31410256410257,-30.926178484896766,-0.0018271436827603793,-0.0018271436827603793,0.0,0.5,0.00011384402075860472,-7.533808890449506e-06
n01004009,1,SOV,-8,-14.897435897435898,30.926178484896766,0.001761102344801202,0.001761102344801202,0.0,0.5,-0.00010972917663305019,7.261502544895793e-06
n01004009,0,SOV,8,14.897435897435898,-30.926178484896766,-0.001761102344801202,-0.001761102344801202,0.0,0.5,0.00010972917663305019,-7.261502544895793e-06
n01004009,1,SOV,-7,-14.314102564102562,30.926178484896738,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,7,14.314102564102562,-30.926178484896738,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-8,-14.897435897435898,30.926178484896752,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,8,14.897435897435898,-30.926178484896752,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-26,-21.358974358974365,30.926178484896766,0.0020913090344834018,0.0020913090344834018,0.0,0.5,-0.00013030339725373933,8.623034272195593e-06
n01004009,0,SOV,26,21.358974358974365,-30.926178484896766,-0.0020913090344834018,-0.0020913090344834018,0.0,0.5,0.00013030339725373933,-8.623034272195593e-06
n01004009,1,SOV,-36,-25.46153846153846,30.926178484896766,0.0020472814758250024,0.0020472814758250024,0.0,0.5,-0.0001275601678355224,8.441496708414992e-06
n01004009,0,SOV,36,25.46153846153846,-30.926178484896766,-0.0020472814758250024,-0.0020472814758250024,0.0,0.5,0.0001275601678355224,-8.441496708414992e-06
n01004009,1,SOV,-17,-18.41666666666667,30.926178484896752,0.0019812401379226685,0.0019812401379226685,0.0,0.5,-0.00012344532371350963,8.16919036309566e-06
n01004009,0,SOV,17,18.41666666666667,-30.926178484896752,-0.0019812401379226685,-0.0019812401379226685,0.0,0.5,0.00012344532371350963,-8.16919036309566e-06
n01004009,1,SOV,-18,-19.0,30.926178484896766,0.0019592263586218905,0.0019592263586218905,0.0,0.5,-0.00012207370900617202,8.07842158132255e-06
n01004009,0,SOV,18,19.0,-30.926178484896766,-0.0019592263586218905,-0.0019592263586218905,0.0,0.5,0.00012207370900617202,-8.07842158132255e-06
n01004009,1,SOV,-37,-26.044871794871796,30.926178484896766,0.001695061006898868,0.001695061006898868,0.0,0.5,-0.00010561433251103742,6.989196199576461e-06
n01004009,0,SOV,37,26.044871794871796,-30.926178484896766,-0.001695061006898868,-0.001695061006898868,0.0,0.5,0.00010561433251103742,-6.989196199576461e-06
n01004009,1,SOV,-28,-23.102564102564102,30.926178484896752,0.001695061006898868,0.001695061006898868,0.0,0.5,-0.00010561433251103742,6.989196199576461e-06
n01004009,0,SOV,28,23.102564102564102,-30.926178484896752,-0.001695061006898868,-0.001695061006898868,0.0,0.5,0.00010561433251103742,-6.989196199576461e-06
n01004009,1,SOV,-26,-21.358974358974365,30.926178484896738,0.0018271436827603793,0.0018271436827603793,0.0,0.5,-0.00011384402075860472,7.533808890449506e-06
n01004009,0,SOV,26,21.358974358974365,-30.926178484896738,-0.0018271436827603793,-0.0018271436827603793,0.0,0.5,0.00011384402075860472,-7.533808890449506e-06
n01004009,1,SOV,-36,-25.46153846153846,30.926178484896766,0.015189507724187479,0.015189507724187479,0.0,0.5,-0.0009464141484773239,6.263045945086882e-05
n01004009,0,SOV,36,25.46153846153846,-30.926178484896766,-0.015189507724187479,-0.015189507724187479,0.0,0.5,0.0009464141484773239,-6.263045945086882e-05
n01004009,1,SOV,-17,-18.41666666666667,30.926178484896738,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,17,18.41666666666667,-30.926178484896738,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-18,-19.0,30.926178484896752,0.0018271436827603793,0.0018271436827603793,0.0,0.5,-0.00011384402075860472,7.533808890449506e-06
n01004009,0,SOV,18,19.0,-30.926178484896752,-0.0018271436827603793,-0.0018271436827603793,0.0,0.5,0.00011384402075860472,-7.533808890449506e-06
n01004009,1,SOV,-37,-26.044871794871796,30.926178484896752,0.0018271436827603793,0.0018271436827603793,0.0,0.5,-0.00011384402075860472,7.533808890449506e-06
n01004009,0,SOV,37,26.044871794871796,-30.926178484896752,-0.0018271436827603793,-0.0018271436827603793,0.0,0.5,0.00011384402075860472,-7.533808890449506e-06
n01004009,1,SOV,-28,-23.102564102564102,30.926178484896752,0.015189507724187479,0.015189507724187479,0.0,0.5,-0.0009464141484773239,6.263045945086882e-05
n01004009,0,SOV,28,23.102564102564102,-30.926178484896752,-0.015189507724187479,-0.015189507724187479,0.0,0.5,0.0009464141484773239,-6.263045945086882e-05
n01004009,1,SOV,-9,-2.01923076923077,12.693577213374795,0.0018271436827603793,0.0018271436827603793,0.0,0.5,-0.00011384402075860472,7.533808890449506e-06
n01004009,0,SOV,9,2.01923076923077,-12.693577213374795,-0.0018271436827603793,-0.0018271436827603793,0.0,0.5,0.00011384402075860472,-7.533808890449506e-06
n01004009,1,SOV,-7,0.6474358974358942,12.693577213374795,0.0018271436827603793,0.0018271436827603793,0.0,0.5,-0.00011384402075860472,7.533808890449506e-06
n01004009,0,SOV,7,-0.6474358974358942,-12.693577213374795,-0.0018271436827603793,-0.0018271436827603793,0.0,0.5,0.00011384402075860472,-7.533808890449506e-06
n01004009,1,SOV,-21,-14.9423076923077,12.693577213374795,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,21,14.9423076923077,-12.693577213374795,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-31,-19.044871794871796,12.693577213374788,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,31,19.044871794871796,-12.693577213374788,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-17,-3.4551282051282115,12.693577213374788,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,17,3.4551282051282115,-12.693577213374788,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-29,-16.37820512820513,12.693577213374788,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,29,16.37820512820513,-12.693577213374788,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,0,0.9230769230769234,12.693577213374795,0.015189507724187479,0.015189507724187479,0.0,0.5,-0.0009464141484773239,6.263045945086882e-05
n01004009,0,SOV,0,-0.9230769230769234,-12.693577213374795,-0.015189507724187479,-0.015189507724187479,0.0,0.5,0.0009464141484773239,-6.263045945086882e-05
n01004009,1,SOV,2,3.589743589743584,12.693577213374795,0.015189507724187479,0.015189507724187479,0.0,0.5,-0.0009464141484773239,6.263045945086882e-05
n01004009,0,SOV,-2,-3.589743589743584,-12.693577213374795,-0.015189507724187479,-0.015189507724187479,0.0,0.5,0.0009464141484773239,-6.263045945086882e-05
n01004009,1,SOV,-3,-2.8269230769230766,12.693577213374795,0.015211521503488257,0.015211521503488257,0.0,0.5,-0.0009477857631846616,6.272122823264193e-05
n01004009,0,SOV,3,2.8269230769230766,-12.693577213374795,-0.015211521503488257,-0.015211521503488257,0.0,0.5,0.0009477857631846616,-6.272122823264193e-05
n01004009,1,SOV,-4,-3.4102564102564124,12.693577213374795,0.015189507724187479,0.015189507724187479,0.0,0.5,-0.0009464141484773239,6.263045945086882e-05
n01004009,0,SOV,4,3.4102564102564124,-12.693577213374795,-0.015189507724187479,-0.015189507724187479,0.0,0.5,0.0009464141484773239,-6.263045945086882e-05
n01004009,1,SOV,1,3.006410256410252,12.693577213374795,0.015189507724187479,0.015189507724187479,0.0,0.5,-0.0009464141484773239,6.263045945086882e-05
n01004009,0,SOV,-1,-3.006410256410252,-12.693577213374795,-0.015189507724187479,-0.015189507724187479,0.0,0.5,0.0009464141484773239,-6.263045945086882e-05
n01004009,1,SOV,-2,-0.7435897435897445,12.693577213374795,0.015189507724187479,0.015189507724187479,0.0,0.5,-0.0009464141484773239,6.263045945086882e-05
n01004009,0,SOV,2,0.7435897435897445,-12.693577213374795,-0.015189507724187479,-0.015189507724187479,0.0,0.5,0.0009464141484773239,-6.263045945086882e-05
n01004009,1,SOV,-24,-18.6923076923077,12.693577213374795,0.0018271436827603793,0.0018271436827603793,0.0,0.5,-0.00011384402075860472,7.533808890449506e-06
n01004009,0,SOV,24,18.6923076923077,-12.693577213374795,-0.0018271436827603793,-0.0018271436827603793,0.0,0.5,0.00011384402075860472,-7.533808890449506e-06
n01004009,1,SOV,-34,-22.794871794871796,12.693577213374788,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
n01004009,0,SOV,34,22.794871794871796,-12.693577213374788,-0.00178311612410198,-0.00178311612410198,0.0,0.5,0.00011110079134038778,-7.352271326668904e-06
n01004009,1,SOV,-15,-15.750000000000007,12.693577213374795,0.00178311612410198,0.00178311612410198,0.0,0.5,-0.00011110079134038778,7.352271326668904e-06
