line_number,sent_id,is_reference
176,train-s875,False
177,train-s875,False
178,train-s876,True
179,train-s876,False
180,train-s876,False
181,train-s876,False
182,train-s876,False
183,train-s876,False
184,train-s876,False
185,train-s876,False
186,train-s876,False
187,train-s876,False
188,train-s876,False
189,train-s876,False
190,train-s876,False
191,train-s876,False
192,train-s876,False
193,train-s876,False
194,train-s876,False
195,train-s876,False
196,train-s876,False
197,train-s876,False
198,train-s876,False
199,train-s876,False
200,train-s876,False
201,train-s876,False
202,train-s880,True
203,train-s880,False
204,train-s880,False
205,train-s880,False
206,train-s900,True
207,train-s900,False
208,train-s1422,True
209,train-s1557,True
210,train-s1557,False
211,train-s1876,True
212,train-s1876,False
213,train-s1876,False
214,train-s1876,False
215,train-s1876,False
216,train-s1876,False
217,train-s1876,False
218,train-s1876,False
219,train-s1876,False
220,train-s1876,False
221,train-s1876,False
222,train-s1876,False
223,train-s1876,False
224,train-s1876,False
225,train-s1876,False
226,train-s1876,False
227,train-s1876,False
228,train-s1876,False
229,train-s2565,True
230,train-s2565,False
231,train-s2565,False
232,train-s2565,False
233,train-s2565,False
234,train-s2565,False
235,train-s2565,False
236,train-s2565,False
237,train-s2565,False
238,train-s2565,False
239,train-s2565,False
240,train-s2565,False
241,train-s2565,False
242,train-s2565,False
243,train-s2565,False
244,train-s2565,False
245,train-s2565,False
246,train-s2565,False
247,train-s2565,False
248,train-s2565,False
249,train-s2565,False
250,train-s2565,False
251,train-s2565,False
252,train-s2565,False
253,train-s2884,True
254,train-s2884,False
255,train-s2884,False
256,train-s2884,False
257,train-s2884,False
258,train-s2884,False
259,train-s2884,False
260,train-s2884,False
261,train-s2997,True
262,train-s2997,False
263,train-s2997,False
264,train-s2997,False
265,train-s2997,False
266,train-s2997,False
267,train-s2997,False
268,train-s2997,False
269,train-s3050,True
270,train-s3050,False
271,train-s3050,False
272,train-s3050,False
273,train-s3050,False
274,train-s3050,False
275,train-s3050,False
276,train-s3050,False
277,train-s3050,False
278,train-s3050,False
279,train-s3050,False
280,train-s3050,False
281,train-s3050,False
282,train-s3050,False
283,train-s3050,False
284,train-s3050,False
285,train-s3050,False
286,train-s3050,False
287,train-s3050,False
288,train-s3050,False
289,train-s3050,False
290,train-s3050,False
291,train-s3050,False
292,train-s3050,False
293,train-s3248,True
294,train-s3248,False
295,train-s3248,False
296,train-s3248,False
297,train-s3296,True
298,train-s3296,False
299,train-s3296,False
300,train-s3296,False
301,train-s3296,False
302,train-s3296,False
303,train-s3296,False
304,train-s3296,False
305,train-s3442,True
306,train-s3442,False
307,train-s3442,False
308,train-s3442,False
309,train-s3442,False
310,train-s3442,False
311,train-s3442,False
312,train-s3442,False
313,train-s3442,False
314,train-s3442,False
315,train-s3442,False
316,train-s3442,False
317,train-s3515,True
318,train-s3515,False
319,train-s3515,False
320,train-s3515,False
321,train-s3515,False
322,train-s3515,False
323,train-s3515,False
324,train-s3515,False
325,train-s3723,True
326,train-s3723,False
327,train-s3723,False
328,train-s3723,False
329,train-s3723,False
330,train-s3723,False
331,train-s3723,False
332,train-s3723,False
333,train-s3811,True
334,train-s4360,True
335,train-s4601,True
336,train-s4601,False
337,train-s4745,True
338,train-s4745,False
339,train-s4745,False
340,train-s4745,False
341,train-s4745,False
342,train-s4745,False
343,train-s4745,False
344,train-s4745,False
345,train-s4745,False
346,train-s4745,False
347,train-s4745,False
348,train-s4745,False
349,train-s4745,False
350,train-s4745,False
351,train-s4745,False
352,train-s4745,False
353,train-s4745,False
354,train-s4745,False
355,train-s4745,False
356,train-s4745,False
357,train-s4745,False
358,train-s4745,False
359,train-s4745,False
360,train-s4745,False
361,train-s4745,False
362,train-s4745,False
363,train-s4745,False
364,train-s4745,False
365,train-s4745,False
366,train-s4745,False
367,train-s4745,False
368,train-s4745,False
369,train-s4745,False
370,train-s4745,False
371,train-s4745,False
372,train-s4745,False
373,train-s4745,False
374,train-s4745,False
375,train-s4745,False
376,train-s4745,False
377,train-s4745,False
378,train-s4745,False
379,train-s4745,False
380,train-s4745,False
381,train-s4745,False
382,train-s4745,False
383,train-s4745,False
384,train-s4745,False
385,train-s4745,False
386,train-s4745,False
387,train-s4745,False
388,train-s4745,False
389,train-s4745,False
390,train-s4745,False
391,train-s4745,False
392,train-s4745,False
393,train-s4745,False
394,train-s4745,False
395,train-s4745,False
396,train-s4745,False
397,train-s4905,True
398,train-s4905,False
399,train-s5009,True
400,train-s5009,False
401,train-s5009,False
402,train-s5009,False
403,train-s5117,True
404,train-s5117,False
405,train-s5117,False
406,train-s5117,False
407,train-s5117,False
408,train-s5117,False
409,train-s5117,False
410,train-s5117,False
411,train-s5321,True
412,train-s5321,False
413,train-s5321,False
414,train-s5321,False
415,train-s5321,False
416,train-s5321,False
417,train-s5321,False
418,train-s5321,False
419,train-s5321,False
420,train-s5321,False
421,train-s5321,False
422,train-s5321,False
423,train-s5856,True
424,train-s5856,False
425,train-s5856,False
426,train-s5856,False
427,train-s6193,True
428,train-s6193,False
429,train-s6221,True
430,train-s6221,False
431,train-s6221,False
432,train-s6221,False
433,train-s6221,False
434,train-s6221,False
435,train-s6361,True
436,train-s6383,True
437,train-s6383,False
438,train-s6383,False
439,train-s6383,False
440,train-s6383,False
441,train-s6383,False
442,train-s6657,True
443,train-s6657,False
444,train-s6835,True
445,train-s7207,True
446,train-s7207,False
447,train-s7261,True
448,train-s7261,False
449,train-s7282,True
450,train-s7282,False
451,train-s7295,True
452,train-s7295,False
453,train-s7558,True
454,train-s7558,False
455,train-s7558,False
456,train-s7558,False
457,train-s7558,False
458,train-s7558,False
459,train-s7667,True
460,train-s7667,False
461,train-s7667,False
462,train-s7667,False
463,train-s7667,False
464,train-s7667,False
465,train-s7667,False
466,train-s7667,False
467,train-s7667,False
468,train-s7667,False
469,train-s7667,False
470,train-s7667,False
471,train-s7925,True
472,train-s7925,False
473,train-s8024,True
474,train-s8024,False
475,train-s8024,False
476,train-s8024,False
477,train-s8024,False
478,train-s8024,False
479,train-s8024,False
480,train-s8024,False
481,train-s8206,True
482,train-s8206,False
483,train-s8242,True
484,train-s8242,False
485,train-s8242,False
486,train-s8242,False
487,train-s8242,False
488,train-s8242,False
489,train-s8242,False
490,train-s8242,False
491,train-s8614,True
492,train-s8614,False
493,train-s8614,False
494,train-s8614,False
495,train-s8614,False
496,train-s8614,False
497,train-s8614,False
498,train-s8614,False
499,train-s8614,False
500,train-s8614,False
501,train-s8614,False
502,train-s8614,False
503,train-s8738,True
504,train-s8738,False
505,train-s8738,False
506,train-s8738,False
507,train-s8738,False
508,train-s8738,False
509,train-s8738,False
510,train-s8738,False
511,train-s8762,True
512,train-s8762,False
513,train-s8762,False
514,train-s8762,False
515,train-s8762,False
516,train-s8762,False
517,train-s8762,False
518,train-s8762,False
519,train-s8762,False
520,train-s8762,False
521,train-s8762,False
522,train-s8762,False
523,train-s8815,True
524,train-s8815,False
525,train-s8815,False
526,train-s8815,False
527,train-s8815,False
528,train-s8815,False
529,train-s8815,False
530,train-s8815,False
531,train-s9333,True
532,train-s9333,False
533,train-s9333,False
534,train-s9581,True
535,train-s9581,False
536,train-s9581,False
537,train-s9581,False
538,train-s9581,False
539,train-s9581,False
540,train-s9581,False
541,train-s9581,False
542,train-s9608,True
543,train-s9608,False
544,train-s9608,False
545,train-s9608,False
546,train-s9608,False
547,train-s9608,False
548,train-s9608,False
549,train-s9608,False
550,train-s9608,False
551,train-s9608,False
552,train-s9608,False
553,train-s9608,False
554,train-s9608,False
555,train-s10107,True
556,train-s10107,False
557,train-s10107,False
558,train-s10107,False
559,train-s10107,False
560,train-s10107,False
561,train-s10107,False
562,train-s10107,False
563,train-s10107,False
564,train-s10107,False
565,train-s10107,False
566,train-s10107,False
567,train-s10391,True
568,train-s10391,False
569,train-s10391,False
570,train-s10391,False
571,train-s10391,False
572,train-s10391,False
573,train-s10391,False
574,train-s10391,False
575,train-s10391,False
576,train-s10391,False
577,train-s10391,False
578,train-s10391,False
579,train-s10644,True
580,train-s10645,True
581,train-s10645,False
582,train-s10645,False
583,train-s10645,False
584,train-s10645,False
585,train-s10645,False
586,train-s10645,False
587,train-s10645,False
588,train-s10645,False
589,train-s10645,False
590,train-s10645,False
591,train-s10645,False
592,train-s10836,True
593,train-s10836,False
594,train-s10836,False
595,train-s10836,False
596,train-s10836,False
597,train-s10836,False
598,train-s10860,True
599,train-s10860,False
600,train-s10860,False
601,train-s10860,False
602,train-s10869,True
603,train-s10869,False
604,train-s10986,True
605,train-s10986,False
606,train-s10986,False
607,train-s10986,False
608,train-s10986,False
609,train-s10986,False
610,train-s11043,True
611,train-s11043,False
612,train-s11043,False
613,train-s11043,False
614,train-s11043,False
615,train-s11043,False
616,train-s11043,False
617,train-s11043,False
618,train-s11043,False
619,train-s11043,False
620,train-s11043,False
621,train-s11043,False
622,train-s11043,False
623,train-s11326,True
624,train-s11326,False
625,train-s11326,False
626,train-s11326,False
627,train-s11326,False
628,train-s11326,False
629,train-s11326,False
630,train-s11326,False
631,train-s11326,False
632,train-s11326,False
633,train-s11326,False
634,train-s11326,False
635,train-s11326,False
636,train-s11326,False
637,train-s11326,False
638,train-s11326,False
639,train-s11326,False
640,train-s11326,False
641,train-s11464,True
642,train-s11464,False
643,train-s11492,True
644,train-s11492,False
645,train-s11492,False
646,train-s11492,False
647,train-s11492,False
648,train-s11492,False
649,train-s11492,False
650,train-s11492,False
651,train-s11492,False
652,train-s11492,False
653,train-s11492,False
654,train-s11492,False
655,train-s12103,True
656,train-s12103,False
657,train-s12103,False
658,train-s12103,False
659,train-s12103,False
660,train-s12103,False
661,train-s12103,False
662,train-s12103,False
663,train-s12103,False
664,train-s12103,False
665,train-s12103,False
666,train-s12103,False
667,train-s12103,False
668,train-s12103,False
669,train-s12103,False
670,train-s12103,False
671,train-s12103,False
672,train-s12103,False
673,train-s12201,True
674,train-s12201,False
675,train-s12358,True
676,train-s12358,False
677,train-s12358,False
678,train-s12358,False
679,train-s12358,False
680,train-s12358,False
681,train-s12358,False
682,train-s12358,False
683,train-s12664,True
684,train-s12664,False
685,train-s12664,False
686,train-s12664,False
687,train-s12664,False
688,train-s12664,False
689,train-s12664,False
690,train-s12664,False
691,train-s12820,True
692,train-s12820,False
693,train-s12820,False
694,train-s12820,False
695,train-s12820,False
696,train-s12820,False
697,train-s12820,False
698,train-s12820,False
699,train-s12820,False
700,train-s12820,False
701,train-s12820,False
702,train-s12820,False
703,train-s12833,True
704,train-s12833,False
705,train-s12833,False
706,train-s12833,False
707,train-s12833,False
708,train-s12833,False
709,train-s12847,True
710,train-s12847,False
711,train-s12847,False
712,train-s12847,False
713,train-s12847,False
714,train-s12847,False
715,train-s13074,True
716,train-s13074,False
717,train-s13074,False
718,train-s13074,False
719,train-s13074,False
720,train-s13074,False
721,train-s13074,False
722,train-s13074,False
723,train-s13099,True
724,train-s13099,False
725,train-s13192,True
726,train-s13192,False
727,train-s13192,False
728,train-s13220,True
729,train-s13231,True
730,train-s13231,False
731,train-s13231,False
732,train-s13231,False
733,train-s13231,False
734,train-s13231,False
735,train-s13231,False
736,train-s13231,False
737,train-s13231,False
738,train-s13231,False
739,train-s13231,False
740,train-s13231,False
741,train-s13231,False
742,train-s13231,False
743,train-s13231,False
744,train-s13231,False
745,train-s13231,False
746,train-s13231,False
747,train-s13304,True
748,train-s13304,False
749,train-s13304,False
750,train-s13304,False
751,dev-s157,True
752,dev-s157,False
753,dev-s157,False
754,dev-s157,False
755,dev-s157,False
756,dev-s157,False
757,dev-s506,True
758,dev-s506,False
759,dev-s506,False
760,dev-s506,False
761,dev-s506,False
762,dev-s506,False
763,dev-s599,True
764,dev-s599,False
765,dev-s599,False
766,dev-s712,True
767,dev-s957,True
768,dev-s957,False
769,dev-s1277,True
770,dev-s1277,False
771,dev-s1277,False
772,dev-s1277,False
773,dev-s1277,False
774,dev-s1277,False
775,dev-s1277,False
776,dev-s1277,False
777,dev-s1496,True
778,dev-s1569,True
779,test-s204,True
780,test-s204,False
781,test-s204,False
782,test-s204,False
783,test-s204,False
784,test-s204,False
785,test-s204,False
786,test-s204,False
787,test-s891,True
788,test-s891,False
789,test-s891,False
790,test-s891,False
791,test-s891,False
792,test-s891,False
793,test-s891,False
794,test-s891,False
795,test-s891,False
796,test-s891,False
797,test-s891,False
798,test-s891,False
799,test-s1030,True
800,test-s1030,False
801,test-s1030,False
802,test-s1030,False
803,test-s1030,False
804,test-s1030,False
805,test-s1030,False
806,test-s1030,False
807,test-s1030,False
808,test-s1030,False
809,test-s1030,False
810,test-s1030,False
811,test-s1276,True
812,test-s1276,False
813,test-s1276,False
814,test-s1276,False
815,test-s1640,True
816,test-s1640,False
817,test-s1640,False
818,test-s1640,False
819,test-s1640,False
820,test-s1640,False
821,test-s1640,False
822,test-s1640,False
823,train-s161,True
824,train-s161,False
825,train-s161,False
826,train-s161,False
827,train-s161,False
828,train-s161,False
829,train-s161,False
830,train-s161,False
831,train-s161,False
832,train-s181,True
833,train-s181,False
834,train-s181,False
835,train-s181,False
836,train-s181,False
837,train-s181,False
838,train-s181,False
839,train-s181,False
840,train-s181,False
841,train-s232,True
842,train-s232,False
843,train-s232,False
844,train-s232,False
845,train-s232,False
846,train-s232,False
847,train-s232,False
848,train-s232,False
849,train-s232,False
850,train-s232,False
851,train-s232,False
852,train-s232,False
853,train-s232,False
854,train-s232,False
855,train-s232,False
856,train-s232,False
857,train-s232,False
858,train-s232,False
859,train-s232,False
860,train-s232,False
861,train-s232,False
862,train-s232,False
863,train-s232,False
864,train-s232,False
865,train-s232,False
866,train-s232,False
867,train-s232,False
868,train-s232,False
869,train-s232,False
870,train-s232,False
871,train-s232,False
872,train-s685,True
873,train-s685,False
874,train-s685,False
875,train-s685,False
876,train-s685,False
877,train-s685,False
878,train-s685,False
879,train-s685,False
880,train-s685,False
881,train-s685,False
882,train-s685,False
883,train-s685,False
884,train-s685,False
885,train-s685,False
886,train-s685,False
887,train-s685,False
888,train-s685,False
889,train-s685,False
890,train-s715,True
891,train-s759,True
892,train-s759,False
893,train-s759,False
894,train-s759,False
895,train-s759,False
896,train-s759,False
897,train-s759,False
898,train-s759,False
899,train-s759,False
900,train-s782,True
901,train-s782,False
902,train-s782,False
903,train-s782,False
904,train-s782,False
905,train-s782,False
906,train-s782,False
907,train-s782,False
908,train-s837,True
909,train-s837,False
910,train-s849,True
911,train-s849,False
912,train-s849,False
913,train-s849,False
914,train-s891,True
915,train-s891,False
916,train-s939,True
917,train-s939,False
918,train-s939,False
919,train-s939,False
920,train-s939,False
921,train-s939,False
922,train-s939,False
923,train-s939,False
924,train-s939,False
925,train-s939,False
926,train-s939,False
927,train-s939,False
928,train-s939,False
929,train-s939,False
930,train-s939,False
931,train-s939,False
932,train-s939,False
933,train-s939,False
934,train-s955,True
935,train-s1031,True
936,train-s1031,False
937,train-s1031,False
938,train-s1031,False
939,train-s1031,False
940,train-s1031,False
941,train-s1031,False
942,train-s1031,False
943,train-s1031,False
944,train-s1031,False
945,train-s1031,False
946,train-s1031,False
947,train-s1216,True
948,train-s1216,False
949,train-s1216,False
950,train-s1216,False
951,train-s1216,False
952,train-s1216,False
953,train-s1216,False
954,train-s1216,False
955,train-s1216,False
956,train-s1372,True
957,train-s1464,True
958,train-s1464,False
959,train-s1464,False
960,train-s1464,False
961,train-s1464,False
962,train-s1464,False
963,train-s1464,False
964,train-s1464,False
965,train-s1464,False
966,train-s1464,False
967,train-s1464,False
968,train-s1464,False
969,train-s1464,False
970,train-s1464,False
971,train-s1464,False
972,train-s1464,False
973,train-s1464,False
974,train-s1464,False
975,train-s1470,True
976,train-s1470,False
977,train-s1470,False
978,train-s1470,False
979,train-s1470,False
980,train-s1470,False
981,train-s1470,False
982,train-s1470,False
983,train-s1470,False
984,train-s1470,False
985,train-s1470,False
986,train-s1470,False
987,train-s1470,False
988,train-s1470,False
989,train-s1470,False
990,train-s1470,False
991,train-s1470,False
992,train-s1470,False
993,train-s1470,False
994,train-s1470,False
995,train-s1470,False
996,train-s1470,False
997,train-s1470,False
998,train-s1470,False
999,train-s1513,True
1000,train-s1543,True
1001,train-s1543,False
1002,train-s1668,True
1003,train-s1668,False
1004,train-s1668,False
1005,train-s1668,False
1006,train-s1668,False
1007,train-s1668,False
1008,train-s1669,True
1009,train-s1669,False
1010,train-s1687,True
1011,train-s1687,False
1012,train-s1687,False
1013,train-s1729,True
1014,train-s1729,False
1015,train-s1729,False
1016,train-s1729,False
1017,train-s1729,False
1018,train-s1729,False
1019,train-s1729,False
1020,train-s1729,False
1021,train-s1729,False
1022,train-s1729,False
1023,train-s1729,False
1024,train-s1729,False
1025,train-s1729,False
1026,train-s1729,False
1027,train-s1729,False
1028,train-s1729,False
1029,train-s1787,True
1030,train-s1787,False
1031,train-s1787,False
1032,train-s1787,False
1033,train-s1787,False
1034,train-s1787,False
1035,train-s1787,False
1036,train-s1787,False
1037,train-s1787,False
1038,train-s1787,False
1039,train-s1787,False
1040,train-s1787,False
1041,train-s1787,False
1042,train-s1787,False
1043,train-s1787,False
1044,train-s1787,False
1045,train-s1787,False
1046,train-s1787,False
1047,train-s1787,False
1048,train-s1787,False
1049,train-s1787,False
1050,train-s1787,False
1051,train-s1923,True
1052,train-s1923,False
1053,train-s2038,True
1054,train-s2038,False
1055,train-s2038,False
1056,train-s2038,False
1057,train-s2052,True
1058,train-s2095,True
1059,train-s2095,False
1060,train-s2095,False
1061,train-s2095,False
1062,train-s2095,False
1063,train-s2095,False
1064,train-s2095,False
1065,train-s2095,False
1066,train-s2095,False
1067,train-s2095,False
1068,train-s2095,False
1069,train-s2095,False
1070,train-s2095,False
1071,train-s2095,False
1072,train-s2095,False
1073,train-s2095,False
1074,train-s2136,True
1075,train-s2136,False
1076,train-s2136,False
1077,train-s2136,False
1078,train-s2136,False
1079,train-s2136,False
1080,train-s2203,True
1081,train-s2206,True
1082,train-s2206,False
1083,train-s2206,False
1084,train-s2206,False
1085,train-s2220,True
1086,train-s2220,False
1087,train-s2220,False
1088,train-s2220,False
1089,train-s2220,False
1090,train-s2220,False
1091,train-s2220,False
1092,train-s2220,False
1093,train-s2220,False
1094,train-s2220,False
1095,train-s2220,False
1096,train-s2220,False
1097,train-s2220,False
1098,train-s2220,False
1099,train-s2220,False
1100,train-s2260,True
1101,train-s2260,False
1102,train-s2260,False
1103,train-s2260,False
1104,train-s2260,False
1105,train-s2260,False
1106,train-s2260,False
1107,train-s2260,False
1108,train-s2260,False
1109,train-s2260,False
1110,train-s2260,False
1111,train-s2260,False
1112,train-s2260,False
1113,train-s2260,False
1114,train-s2260,False
1115,train-s2260,False
1116,train-s2448,True
1117,train-s2514,True
1118,train-s2514,False
1119,train-s2514,False
1120,train-s2514,False
1121,train-s2514,False
1122,train-s2514,False
1123,train-s2514,False
1124,train-s2514,False
1125,train-s2514,False
1126,train-s2514,False
1127,train-s2514,False
1128,train-s2514,False
1129,train-s2540,True
1130,train-s2540,False
1131,train-s2540,False
1132,train-s2540,False
1133,train-s2540,False
1134,train-s2540,False
1135,train-s2540,False
1136,train-s2540,False
1137,train-s2540,False
1138,train-s2540,False
1139,train-s2540,False
1140,train-s2540,False
1141,train-s2540,False
1142,train-s2540,False
1143,train-s2540,False
1144,train-s2540,False
1145,train-s2651,True
1146,train-s2659,True
1147,train-s2659,False
1148,train-s2659,False
1149,train-s2659,False
1150,train-s2659,False
1151,train-s2659,False
1152,train-s2659,False
1153,train-s2659,False
1154,train-s2659,False
1155,train-s2659,False
1156,train-s2659,False
1157,train-s2659,False
1158,train-s2659,False
1159,train-s2659,False
1160,train-s2659,False
1161,train-s2659,False
1162,train-s2659,False
1163,train-s2659,False
1164,train-s2730,True
1165,train-s2730,False
1166,train-s2730,False
1167,train-s2730,False
1168,train-s2730,False
1169,train-s2730,False
1170,train-s2824,True
1171,train-s2824,False
1172,train-s2824,False
1173,train-s2824,False
1174,train-s2824,False
1175,train-s2824,False
1176,train-s2824,False
1177,train-s2824,False
1178,train-s2824,False
1179,train-s2824,False
1180,train-s2824,False
1181,train-s2824,False
1182,train-s2824,False
1183,train-s2824,False
1184,train-s2824,False
1185,train-s2824,False
1186,train-s2824,False
1187,train-s2824,False
1188,train-s2841,True
1189,train-s2841,False
1190,train-s2841,False
1191,train-s2841,False
1192,train-s2841,False
1193,train-s2841,False
1194,train-s2841,False
1195,train-s2841,False
1196,train-s2841,False
1197,train-s2841,False
1198,train-s2841,False
1199,train-s2841,False
1200,train-s2841,False
1201,train-s2841,False
1202,train-s2841,False
1203,train-s2841,False
1204,train-s2841,False
1205,train-s2841,False
1206,train-s2841,False
1207,train-s2841,False
1208,train-s2841,False
1209,train-s2841,False
1210,train-s2841,False
1211,train-s2841,False
1212,train-s2841,False
1213,train-s2841,False
1214,train-s2841,False
1215,train-s2841,False
1216,train-s2841,False
1217,train-s2841,False
1218,train-s2841,False
1219,train-s2841,False
1220,train-s2900,True
1221,train-s2900,False
1222,train-s2900,False
1223,train-s2900,False
1224,train-s2900,False
1225,train-s2900,False
1226,train-s2900,False
1227,train-s2900,False
1228,train-s2900,False
1229,train-s2900,False
1230,train-s2900,False
1231,train-s2900,False
1232,train-s2900,False
1233,train-s2900,False
1234,train-s2900,False
1235,train-s2900,False
1236,train-s2900,False
1237,train-s2900,False
1238,train-s2900,False
1239,train-s2900,False
1240,train-s2900,False
1241,train-s2900,False
1242,train-s2900,False
1243,train-s2900,False
1244,train-s2900,False
1245,train-s2900,False
1246,train-s2900,False
1247,train-s2900,False
1248,train-s2900,False
1249,train-s2900,False
1250,train-s2900,False
1251,train-s2900,False
1252,train-s2900,False
1253,train-s2900,False
1254,train-s2900,False
1255,train-s2900,False
1256,train-s2900,False
1257,train-s2900,False
1258,train-s2900,False
1259,train-s2900,False
1260,train-s2900,False
1261,train-s2900,False
1262,train-s2900,False
1263,train-s2900,False
1264,train-s2900,False
1265,train-s2900,False
1266,train-s2900,False
1267,train-s2900,False
1268,train-s2900,False
1269,train-s2900,False
1270,train-s2900,False
1271,train-s2900,False
1272,train-s2900,False
1273,train-s2900,False
1274,train-s2900,False
1275,train-s2900,False
1276,train-s2900,False
1277,train-s2900,False
1278,train-s2900,False
1279,train-s2900,False
1280,train-s2900,False
1281,train-s2900,False
1282,train-s2900,False
1283,train-s2900,False
1284,train-s2900,False
1285,train-s2900,False
1286,train-s2900,False
1287,train-s2900,False
1288,train-s2900,False
1289,train-s2900,False
1290,train-s2900,False
1291,train-s2900,False
1292,train-s2906,True
1293,train-s3080,True
1294,train-s3080,False
1295,train-s3080,False
1296,train-s3080,False
1297,train-s3080,False
1298,train-s3080,False
1299,train-s3080,False
1300,train-s3080,False
1301,train-s3080,False
1302,train-s3080,False
1303,train-s3080,False
1304,train-s3080,False
1305,train-s3080,False
1306,train-s3080,False
1307,train-s3080,False
1308,train-s3080,False
1309,train-s3080,False
1310,train-s3080,False
1311,train-s3086,True
1312,train-s3086,False
1313,train-s3086,False
1314,train-s3086,False
1315,train-s3086,False
1316,train-s3086,False
1317,train-s3086,False
1318,train-s3086,False
1319,train-s3086,False
1320,train-s3086,False
1321,train-s3086,False
1322,train-s3086,False
1323,train-s3086,False
1324,train-s3086,False
1325,train-s3086,False
1326,train-s3086,False
1327,train-s3086,False
1328,train-s3086,False
1329,train-s3086,False
1330,train-s3086,False
1331,train-s3086,False
1332,train-s3086,False
1333,train-s3108,True
1334,train-s3108,False
1335,train-s3108,False
1336,train-s3108,False
1337,train-s3108,False
1338,train-s3108,False
1339,train-s3108,False
1340,train-s3108,False
1341,train-s3108,False
1342,train-s3108,False
1343,train-s3108,False
1344,train-s3108,False
1345,train-s3108,False
1346,train-s3108,False
1347,train-s3108,False
1348,train-s3108,False
1349,train-s3108,False
1350,train-s3190,True
1351,train-s3190,False
1352,train-s3190,False
1353,train-s3190,False
1354,train-s3241,True
1355,train-s3241,False
1356,train-s3241,False
1357,train-s3241,False
1358,train-s3241,False
1359,train-s3241,False
1360,train-s3241,False
1361,train-s3241,False
1362,train-s3241,False
1363,train-s3241,False
1364,train-s3241,False
1365,train-s3241,False
1366,train-s3241,False
1367,train-s3241,False
1368,train-s3241,False
1369,train-s3241,False
1370,train-s3241,False
1371,train-s3241,False
1372,train-s3241,False
1373,train-s3241,False
1374,train-s3241,False
1375,train-s3241,False
